is_weekend,hour,per_customer_hour_mean
false,0,0.23565656343435154
false,1,0.2155184327492223
false,2,0.19901054203555166
false,3,0.18645821643556224
false,4,0.17756490021141572
false,5,0.17558808425760822
false,6,0.19061961539799324
false,7,0.22582549602356108
false,8,0.254782233631204
false,9,0.2661525415361949
false,10,0.26469283360827045
false,11,0.2543531989343485
false,12,0.2396968759655527
false,13,0.22955285597161995
false,14,0.2200963450319944
false,15,0.216636843671226
false,16,0.2071569251824351
false,17,0.19849515297666523
false,18,0.2034896795767967
false,19,0.21745163927425237
false,20,0.23120036097815838
false,21,0.24529971971555517
false,22,0.2571913959637778
false,23,0.2535006308091128
true,0,0.23814769086722423
true,1,0.21906360494510338
true,2,0.2056254838909647
true,3,0.1925058184200579
true,4,0.18246628610749202
true,5,0.17920479306881776
true,6,0.18800557704028745
true,7,0.2144492130715797
true,8,0.24518576853689797
true,9,0.2654500551251931
true,10,0.27462654534714265
true,11,0.27218223778624884
true,12,0.26192645641358514
true,13,0.2516887647272966
true,14,0.24108949484345854
true,15,0.23418149361860646
true,16,0.22236267773660656
true,17,0.2110464507997899
true,18,0.21125990604464348
true,19,0.2216885743283352
true,20,0.2324816534877928
true,21,0.24401500421715
true,22,0.2543465604365111
true,23,0.2554439779988007
