year,month,per_customer_mean
2022,1,282.8514236572403
2022,2,210.06015045173393
2022,3,254.75023542855803
2022,4,403.33346995465985
2022,5,508.2137177851262
2022,6,17.198823529411765
2022,7,9.47589587878788
2022,8,7.859657333333334
2022,9,244.7453645093946
2022,10,542.7265140420753
2022,11,210.69025960218278
2022,12,373.9723370585533
