is_weekend,hour,per_customer_hour_mean
false,0,0.22827911979204502
false,1,0.20891799805819575
false,2,0.19295168559185727
false,3,0.18078108012216604
false,4,0.17216517063591052
false,5,0.17014911416867096
false,6,0.18303491156530796
false,7,0.21852577083671645
false,8,0.2509582834693905
false,9,0.2610986189945127
false,10,0.25817999709419087
false,11,0.24770684600576634
false,12,0.23319474020846978
false,13,0.2227941683406277
false,14,0.213460522771966
false,15,0.2105406066127785
false,16,0.19934393077083754
false,17,0.18907202543205243
false,18,0.19147868884683758
false,19,0.20247212293900535
false,20,0.2173973260412756
false,21,0.2340076098179827
false,22,0.24918324298767372
false,23,0.24599035838070268
true,0,0.2326555725187785
true,1,0.21380121035373187
true,2,0.2010760715509357
true,3,0.18805587741479673
true,4,0.17811957169400716
true,5,0.17479915675413718
true,6,0.18270115282747051
true,7,0.21028428385726047
true,8,0.24356335388269718
true,9,0.26204647406581366
true,10,0.2686373258726365
true,11,0.2650451729968662
true,12,0.2548386121428908
true,13,0.2444389945211781
true,14,0.23414628014448363
true,15,0.22745418559223002
true,16,0.21445295981461615
true,17,0.20184070231277962
true,18,0.19937404974570158
true,19,0.20734733406470712
true,20,0.22008167101327902
true,21,0.23492447605608915
true,22,0.24943051089555254
true,23,0.2522064922448956
